Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO2 (µg/m³),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³)
2019-09-11 00:00:00,18.19,32.53,34.9,12.28,52.09,0.63,24.81,0.0
2019-09-12 00:00:00,20.42,35.11,45.34,12.99,48.68,0.63,21.19,0.03
2019-09-13 00:00:00,13.78,39.07,21.13,11.48,37.62,0.59,39.41,0.0
2019-09-14 00:00:00,21.48,53.61,17.87,13.28,35.39,0.59,45.5,0.0
2019-09-15 00:00:00,23.61,70.81,51.83,11.13,30.19,0.8,30.61,0.01
2019-09-16 00:00:00,30.53,89.6,33.8,11.28,40.19,0.7,32.05,0.01
2019-09-17 00:00:00,30.85,59.8,33.46,10.74,51.22,0.57,37.25,0.0
2019-09-18 00:00:00,24.66,57.06,49.28,10.81,52.39,0.67,23.96,0.0
2019-09-19 00:00:00,25.31,53.38,58.79,9.61,72.43,0.62,15.67,0.0
2019-09-20 00:00:00,25.05,48.47,64.57,10.15,56.7,0.73,18.65,0.01
2019-09-21 00:00:00,44.51,90.79,105.6,11.88,88.82,0.94,19.2,0.03
2019-09-22 00:00:00,41.69,120.23,140.92,11.11,47.77,0.93,7.8,0.0
2019-09-23 00:00:00,28.12,63.72,41.05,10.16,51.35,0.68,29.42,0.0
2019-09-24 00:00:00,29.62,49.0,40.41,9.57,61.75,0.71,29.91,0.0
2019-09-25 00:00:00,13.43,22.62,23.35,9.62,29.32,0.7,21.49,0.0
2019-09-26 00:00:00,14.74,28.74,14.89,11.41,27.62,0.6,28.93,0.0
2019-09-27 00:00:00,15.56,26.7,20.25,10.25,24.96,0.86,15.38,0.0
2019-09-28 00:00:00,9.89,24.1,19.92,9.0,22.97,0.55,21.22,0.0
2019-09-29 00:00:00,,,,,,,,
2019-09-30 00:00:00,33.24,64.95,59.07,11.5,29.54,0.9,28.21,0.03
2019-10-01 00:00:00,20.92,54.63,46.88,9.27,36.2,0.68,17.03,0.0
2019-10-02 00:00:00,16.04,41.1,15.04,10.48,44.74,0.65,42.7,0.0
2019-10-03 00:00:00,16.14,35.33,21.79,10.0,32.81,0.67,34.12,0.0
2019-10-04 00:00:00,29.5,53.68,53.96,10.38,39.81,0.82,30.8,0.01
2019-10-05 00:00:00,46.95,108.39,90.7,12.0,47.08,1.15,30.76,0.04
2019-10-06 00:00:00,69.75,162.38,116.04,13.46,50.39,1.34,30.79,0.05
2019-10-07 00:00:00,62.76,141.91,98.63,14.21,52.6,1.13,42.07,0.04
2019-10-08 00:00:00,82.66,176.72,112.19,27.98,53.23,1.18,57.51,0.06
2019-10-09 00:00:00,61.88,143.49,88.92,51.26,47.01,1.09,46.88,0.03
2019-10-10 00:00:00,70.25,149.24,153.94,51.75,39.12,1.16,10.51,0.06
2019-10-11 00:00:00,72.05,169.87,183.65,47.14,29.63,1.15,11.07,0.07
2019-10-12 00:00:00,80.44,218.56,159.31,55.54,54.89,0.84,35.63,0.04
2019-10-13 00:00:00,52.89,133.5,61.16,66.32,46.02,0.45,102.51,0.01
2019-10-14 00:00:00,68.19,200.14,182.33,56.2,40.17,0.46,57.67,0.04
2019-10-15 00:00:00,79.16,258.92,177.9,57.69,57.58,0.48,36.5,0.05
2019-10-16 00:00:00,85.0,226.52,139.7,57.92,54.78,0.6,23.23,0.04
2019-10-17 00:00:00,106.7,301.03,189.59,58.77,46.92,,27.15,0.06
2019-10-18 00:00:00,70.2,187.44,80.43,42.21,48.85,,51.81,0.02
2019-10-19 00:00:00,39.25,96.1,70.76,30.92,53.69,,36.96,0.01
2019-10-20 00:00:00,74.24,135.51,120.26,34.48,51.29,2.02,8.32,0.06
2019-10-21 00:00:00,81.59,169.63,98.2,37.85,42.17,1.1,42.57,0.03
2019-10-22 00:00:00,104.63,256.3,142.83,34.7,52.54,1.86,38.43,0.05
2019-10-23 00:00:00,88.59,231.06,110.11,40.16,35.27,1.65,49.43,0.05
2019-10-24 00:00:00,56.96,166.5,61.32,43.99,86.84,2.05,47.58,0.0
2019-10-25 00:00:00,21.03,75.52,71.71,28.1,53.66,0.91,21.98,0.0
2019-10-26 00:00:00,51.35,133.98,75.63,31.37,34.74,0.48,20.52,0.03
2019-10-27 00:00:00,102.54,179.94,129.42,33.11,58.09,0.51,15.58,0.05
2019-10-28 00:00:00,96.49,234.19,129.54,44.64,45.21,0.57,20.63,0.05
2019-10-29 00:00:00,115.5,229.07,159.78,42.81,47.5,,31.38,0.06
2019-10-30 00:00:00,127.9,267.0,148.25,45.06,37.34,,40.63,0.05
2019-10-31 00:00:00,167.7,309.02,113.45,51.65,21.68,,48.04,0.05
2019-11-01 00:00:00,258.52,401.49,205.26,68.23,49.6,,53.17,0.09
2019-11-02 00:00:00,190.89,347.64,161.92,48.52,32.5,,52.64,0.07
2019-11-03 00:00:00,111.97,222.0,89.53,41.58,25.78,,46.36,0.03
2019-11-04 00:00:00,165.98,293.35,103.67,51.29,37.1,,90.58,0.04
2019-11-05 00:00:00,149.86,265.81,113.09,57.66,49.58,,84.32,0.03
2019-11-06 00:00:00,110.39,220.68,148.48,45.36,60.98,,74.65,0.04
2019-11-07 00:00:00,141.32,281.91,223.59,45.87,70.86,,14.55,0.06
2019-11-08 00:00:00,107.45,228.27,88.29,32.45,37.39,0.59,74.7,0.04
2019-11-09 00:00:00,89.02,211.6,24.13,13.47,27.98,0.73,67.37,0.04
2019-11-10 00:00:00,,,,,,,,
2019-11-11 00:00:00,114.12,295.43,48.03,12.95,23.6,0.7,61.03,0.02
2019-11-12 00:00:00,134.38,319.7,51.29,13.71,23.58,0.74,18.46,0.03
2019-11-13 00:00:00,132.76,285.49,63.66,14.02,43.38,0.85,35.1,0.05
2019-11-14 00:00:00,149.02,342.05,73.06,13.38,47.45,0.56,33.84,0.05
2019-11-15 00:00:00,159.74,377.4,144.73,12.34,86.71,0.63,14.99,0.04
2019-11-16 00:00:00,123.83,372.18,62.2,11.07,34.11,0.55,17.36,0.1
2019-11-17 00:00:00,106.72,220.62,53.68,13.54,,0.74,38.58,0.0
2019-11-18 00:00:00,52.67,140.13,29.22,10.18,,0.94,58.89,0.0
2019-11-19 00:00:00,110.76,260.82,57.58,11.01,,0.92,54.46,0.04
2019-11-20 00:00:00,122.03,319.02,73.65,11.45,74.55,0.63,27.57,0.06
2019-11-21 00:00:00,110.37,256.06,66.78,12.96,56.46,0.42,24.28,0.05
2019-11-22 00:00:00,120.41,267.26,82.89,12.04,77.95,0.37,43.28,0.03
2019-11-23 00:00:00,149.59,280.05,53.96,16.86,67.98,0.93,99.41,0.05
2019-11-24 00:00:00,,,,,,,,
2019-11-25 00:00:00,57.73,185.8,29.11,10.79,31.1,0.48,74.72,0.02
2019-11-26 00:00:00,105.33,304.58,76.72,12.29,49.46,0.79,28.49,0.05
2019-11-27 00:00:00,142.01,363.89,81.79,12.86,52.3,0.56,21.72,0.07
2019-11-28 00:00:00,115.52,263.17,69.63,10.5,32.97,1.31,20.48,0.04
2019-11-29 00:00:00,133.24,329.23,74.92,12.04,31.72,0.68,22.83,0.08
2019-11-30 00:00:00,153.2,345.91,71.46,12.82,39.27,0.74,24.0,0.06
2019-12-01 00:00:00,,,,,,,,
2019-12-02 00:00:00,107.15,115.0,33.5,13.39,25.28,0.84,57.87,0.0
2019-12-03 00:00:00,157.34,226.96,62.12,15.82,31.24,1.33,38.24,0.04
2019-12-04 00:00:00,107.98,198.51,77.88,16.58,56.8,0.6,33.86,0.07
2019-12-05 00:00:00,176.98,295.42,71.72,15.83,38.26,1.07,31.59,0.05
2019-12-06 00:00:00,142.82,275.72,69.06,15.79,38.01,0.73,28.88,0.05
2019-12-07 00:00:00,118.9,252.19,70.7,13.89,42.35,0.93,30.23,0.05
2019-12-08 00:00:00,122.79,214.21,41.53,15.92,37.17,1.78,36.88,0.02
2019-12-09 00:00:00,144.16,312.93,85.12,14.03,70.46,1.11,45.09,0.03
2019-12-10 00:00:00,142.35,269.46,79.17,15.93,112.87,0.68,57.35,0.02
2019-12-11 00:00:00,130.15,232.29,29.82,16.0,35.71,0.87,105.59,0.01
2019-12-12 00:00:00,125.97,240.88,38.11,14.86,72.95,0.42,79.86,0.0
2019-12-13 00:00:00,45.9,58.73,20.53,9.97,18.57,0.36,42.99,0.0
2019-12-14 00:00:00,99.28,158.07,46.8,12.47,52.64,0.64,23.88,0.01
2019-12-15 00:00:00,76.81,112.44,34.92,11.69,35.94,0.79,23.13,0.0
2019-12-16 00:00:00,93.58,152.95,34.36,16.66,37.38,0.59,45.22,0.0
2019-12-17 00:00:00,91.74,123.55,29.49,18.15,24.85,0.5,56.68,0.0
2019-12-18 00:00:00,,,,,,,,
2019-12-19 00:00:00,96.0,183.29,56.99,14.42,111.98,0.34,43.46,0.0
2019-12-20 00:00:00,113.36,200.28,66.73,13.14,77.11,0.71,38.26,0.02
2019-12-21 00:00:00,149.17,286.51,82.54,14.0,45.64,0.7,32.28,0.05
2019-12-22 00:00:00,160.22,297.4,83.98,16.43,49.3,0.63,38.97,0.06
2019-12-23 00:00:00,173.25,293.88,121.77,22.29,52.38,0.41,18.86,0.07
2019-12-24 00:00:00,218.26,305.79,62.98,27.2,64.24,0.41,29.79,0.04
2019-12-25 00:00:00,221.61,302.14,79.53,28.28,90.63,0.82,12.09,0.05
2019-12-26 00:00:00,187.7,283.71,45.85,27.48,65.66,0.58,53.18,0.01
2019-12-27 00:00:00,153.17,250.86,41.05,19.73,58.41,1.08,41.17,0.0
2019-12-28 00:00:00,161.61,262.32,64.76,20.76,70.38,0.54,26.84,0.0
2019-12-29 00:00:00,174.62,261.46,53.91,21.56,45.19,0.17,15.72,0.02
2019-12-30 00:00:00,194.14,313.57,80.36,18.74,69.4,0.66,27.63,0.0
2019-12-31 00:00:00,205.64,274.98,70.58,18.64,55.97,1.01,34.76,0.05
2020-01-01 00:00:00,103.23,151.09,33.59,13.66,37.82,1.14,30.86,0.0
2020-01-02 00:00:00,77.47,113.85,37.86,11.01,31.04,0.96,30.48,0.0
2020-01-03 00:00:00,51.48,71.52,23.19,10.21,32.37,1.21,58.1,0.0
2020-01-04 00:00:00,113.79,174.28,43.41,16.35,46.2,0.65,40.63,0.0
2020-01-05 00:00:00,61.62,100.08,33.68,10.48,48.51,1.03,57.38,0.0
2020-01-06 00:00:00,165.31,296.75,67.18,13.3,64.21,1.02,45.63,0.03
2020-01-07 00:00:00,173.4,406.87,102.79,13.44,53.34,0.56,6.96,0.1
2020-01-08 00:00:00,123.06,241.52,79.27,12.81,45.69,1.07,21.44,0.04
2020-01-09 00:00:00,70.29,121.6,31.76,10.92,35.03,1.12,58.44,0.0
2020-01-10 00:00:00,81.1,162.34,37.24,12.39,40.05,0.78,53.19,0.0
2020-01-11 00:00:00,106.32,198.57,56.52,11.77,54.35,0.43,48.44,0.01
2020-01-12 00:00:00,134.31,216.31,54.25,13.92,27.27,0.1,8.86,0.04
2020-01-13 00:00:00,305.03,128.57,151.88,13.95,88.77,1.21,37.76,0.06
2020-01-14 00:00:00,246.98,408.11,111.16,19.17,77.43,1.94,19.5,0.07
2020-01-15 00:00:00,142.98,309.5,96.19,15.8,79.62,0.71,25.15,0.05
2020-01-16 00:00:00,117.11,203.65,30.42,15.73,58.27,0.74,87.45,0.0
2020-01-17 00:00:00,127.55,213.57,41.45,17.34,38.9,0.58,45.23,0.08
2020-01-18 00:00:00,116.43,200.6,38.86,15.39,43.18,0.46,42.43,0.06
2020-01-19 00:00:00,108.66,164.42,28.39,15.17,31.99,0.98,41.66,0.0
2020-01-20 00:00:00,110.81,229.87,71.59,11.26,67.3,0.72,30.65,0.0
2020-01-21 00:00:00,117.26,306.79,87.31,12.09,72.03,0.74,19.94,0.02
2020-01-22 00:00:00,140.66,244.5,58.38,16.07,46.08,0.73,32.81,0.0
2020-01-23 00:00:00,85.55,174.47,36.8,12.54,49.99,0.7,72.95,0.0
2020-01-24 00:00:00,59.3,122.74,34.36,9.58,27.1,1.04,57.77,0.0
2020-01-25 00:00:00,89.52,220.42,52.44,10.92,34.56,0.68,43.56,0.0
2020-01-26 00:00:00,102.6,261.81,54.76,11.66,33.29,1.6,39.39,0.0
2020-01-27 00:00:00,142.52,305.84,83.44,14.65,62.89,1.2,31.99,0.02
2020-01-28 00:00:00,102.47,252.42,61.48,13.22,59.12,0.93,31.71,0.0
2020-01-29 00:00:00,114.62,244.58,70.85,14.44,64.04,0.78,36.56,0.01
2020-01-30 00:00:00,67.44,149.77,26.2,12.8,36.12,0.75,74.07,0.0
2020-01-31 00:00:00,71.12,178.04,36.23,10.33,31.83,0.82,51.29,0.0
2020-02-01 00:00:00,86.46,195.7,49.6,11.25,35.93,0.77,38.42,0.0
2020-02-02 00:00:00,73.63,179.61,40.61,10.33,36.58,1.25,46.79,0.0
2020-02-03 00:00:00,158.78,292.26,82.9,12.93,70.98,1.01,25.21,0.01
2020-02-04 00:00:00,113.9,223.3,55.7,15.75,55.38,0.92,28.61,0.0
2020-02-05 00:00:00,78.91,138.01,42.58,13.97,76.18,0.79,46.28,0.0
2020-02-06 00:00:00,99.33,217.79,59.67,11.83,46.08,1.24,36.73,0.0
2020-02-07 00:00:00,111.49,247.14,74.02,13.42,52.11,0.84,39.3,0.0
2020-02-08 00:00:00,90.82,191.14,47.35,14.11,42.4,0.67,64.64,0.0
2020-02-09 00:00:00,115.88,226.26,56.45,15.87,60.67,0.89,43.38,0.0
2020-02-10 00:00:00,139.31,226.74,76.36,17.18,35.26,0.68,27.77,0.01
2020-02-11 00:00:00,115.98,289.06,67.21,15.55,53.74,0.52,39.76,0.0
2020-02-12 00:00:00,97.42,279.82,56.11,13.24,40.27,1.24,50.46,0.0
2020-02-13 00:00:00,74.78,184.72,44.27,12.86,30.34,0.46,69.54,0.0
2020-02-14 00:00:00,51.0,149.85,29.62,11.13,29.22,1.24,88.77,0.0
2020-02-15 00:00:00,57.24,161.67,40.86,10.43,24.69,0.86,54.3,0.0
2020-02-16 00:00:00,63.02,206.54,49.2,10.53,35.07,0.66,61.23,0.0
2020-02-17 00:00:00,86.49,198.9,36.63,13.64,29.16,0.85,62.45,0.0
2020-02-18 00:00:00,92.05,274.43,70.81,12.21,37.47,0.43,52.73,0.0
2020-02-19 00:00:00,84.55,235.0,62.05,10.86,44.17,0.77,57.28,0.0
2020-02-20 00:00:00,97.25,275.84,55.17,12.7,56.66,1.58,62.47,0.0
2020-02-21 00:00:00,101.63,196.18,41.18,14.7,47.5,1.0,66.29,0.0
2020-02-22 00:00:00,116.18,172.5,33.83,19.14,53.62,0.77,55.66,0.0
2020-02-23 00:00:00,81.4,145.83,41.27,15.79,45.14,0.75,52.58,0.0
2020-02-24 00:00:00,46.23,69.84,33.42,10.8,35.27,0.63,49.75,0.0
2020-02-25 00:00:00,75.5,118.07,37.3,14.51,21.9,0.49,61.47,0.0
2020-02-26 00:00:00,71.48,140.58,37.02,15.51,23.49,0.47,73.26,0.0
2020-02-27 00:00:00,69.2,137.52,40.73,11.52,37.73,0.28,40.95,0.0
2020-02-28 00:00:00,86.0,176.57,55.97,12.52,66.37,0.29,35.78,0.0
2020-02-29 00:00:00,113.82,246.95,66.05,12.66,55.54,0.39,57.62,0.0
2020-03-01 00:00:00,84.85,171.91,58.58,13.45,61.28,0.58,67.13,0.0
2020-03-02 00:00:00,33.06,65.12,27.61,9.25,34.68,0.57,72.02,0.0
2020-03-03 00:00:00,69.52,155.68,49.27,11.18,52.29,0.57,38.43,0.0
2020-03-04 00:00:00,76.24,157.59,65.13,11.67,57.13,0.64,31.77,0.0
2020-03-05 00:00:00,59.16,139.86,45.31,10.31,30.04,0.61,42.65,0.0
2020-03-06 00:00:00,37.13,83.53,32.92,9.27,41.81,0.53,52.66,0.0
2020-03-07 00:00:00,48.18,98.1,27.1,9.51,32.48,0.64,66.03,0.0
2020-03-08 00:00:00,55.09,131.28,32.35,10.54,23.95,0.6,56.88,0.0
2020-03-09 00:00:00,39.48,91.65,28.44,7.36,22.44,0.62,63.54,0.0
2020-03-10 00:00:00,85.1,188.57,62.54,10.22,37.66,0.52,24.74,0.0
2020-03-11 00:00:00,34.33,65.04,20.94,8.41,38.67,0.58,50.96,0.0
2020-03-12 00:00:00,52.08,111.82,26.24,10.26,44.96,0.51,45.37,0.0
2020-03-13 00:00:00,21.05,45.72,14.81,7.22,30.36,0.51,35.32,0.0
2020-03-14 00:00:00,16.55,30.62,19.41,10.11,34.24,0.43,46.93,0.0
2020-03-15 00:00:00,50.21,118.42,78.41,9.4,98.71,0.61,16.93,0.0
2020-03-16 00:00:00,55.95,124.23,40.35,10.36,52.61,0.68,56.35,0.0
2020-03-17 00:00:00,52.54,140.24,50.57,7.49,39.45,0.56,67.21,0.0
2020-03-18 00:00:00,68.34,188.26,55.98,8.43,41.47,0.57,55.94,0.0
2020-03-19 00:00:00,67.79,207.15,48.29,8.04,33.81,0.53,38.21,0.0
2020-03-20 00:00:00,80.11,210.0,46.89,8.01,33.18,0.59,43.78,0.0
2020-03-21 00:00:00,65.71,238.07,63.13,9.27,57.16,0.57,38.63,0.0
2020-03-22 00:00:00,88.11,212.59,76.3,10.65,59.49,0.5,26.45,0.0
2020-03-23 00:00:00,63.62,175.71,38.2,9.63,57.68,0.52,68.6,0.0
2020-03-24 00:00:00,61.5,171.15,48.19,9.4,60.51,0.57,58.67,0.0
2020-03-25 00:00:00,60.4,160.53,30.97,9.19,44.62,0.54,70.11,0.0
2020-03-26 00:00:00,47.58,146.15,30.17,9.24,38.71,0.5,56.64,0.0
2020-03-27 00:00:00,76.92,314.31,35.32,10.43,51.52,0.52,67.28,0.0
2020-03-28 00:00:00,41.38,116.4,28.46,10.05,63.63,0.55,52.42,0.0
2020-03-29 00:00:00,31.78,105.86,20.25,9.23,56.15,0.5,65.08,0.0
2020-03-30 00:00:00,33.25,109.1,20.09,8.59,47.45,0.51,79.57,0.0
2020-03-31 00:00:00,44.43,116.58,25.01,10.05,42.37,0.53,74.87,0.0
2020-04-01 00:00:00,72.3,206.93,55.56,11.39,59.45,0.54,58.1,0.0
2020-04-02 00:00:00,66.77,209.57,41.3,10.92,56.32,0.59,68.13,0.0
2020-04-03 00:00:00,51.45,168.11,39.87,9.28,50.22,0.58,60.13,0.0
2020-04-04 00:00:00,72.77,251.23,44.77,9.96,55.42,0.58,62.25,0.0
2020-04-05 00:00:00,81.05,307.43,51.37,10.43,47.6,0.55,49.2,0.0
2020-04-06 00:00:00,74.43,210.29,39.17,11.21,53.96,0.54,61.36,0.0
2020-04-07 00:00:00,84.8,262.67,57.52,12.41,57.5,0.44,44.33,0.0
2020-04-08 00:00:00,53.85,186.83,32.38,11.25,50.05,0.57,71.81,0.0
2020-04-09 00:00:00,64.67,143.1,44.03,12.17,69.02,0.52,65.13,0.0
2020-04-10 00:00:00,69.98,229.65,35.39,10.49,41.57,0.5,77.1,0.0
2020-04-11 00:00:00,92.23,308.92,54.92,9.48,50.28,0.57,52.75,0.0
2020-04-12 00:00:00,74.98,250.63,33.68,9.95,50.81,0.44,69.62,0.0
2020-04-13 00:00:00,77.33,277.93,43.95,12.02,54.59,0.59,57.48,0.0
2020-04-14 00:00:00,83.54,286.88,43.26,12.84,55.39,0.53,56.34,0.0
2020-04-15 00:00:00,68.03,213.24,32.21,12.96,47.92,0.46,56.22,0.0
2020-04-16 00:00:00,59.11,183.4,38.23,12.88,57.0,0.54,66.86,0.0
2020-04-17 00:00:00,89.99,247.54,46.14,13.9,65.95,0.59,72.36,0.0
2020-04-18 00:00:00,105.28,354.68,72.37,13.2,106.44,0.44,40.6,0.0
2020-04-19 00:00:00,71.22,170.42,36.02,13.74,57.9,0.49,65.77,0.0
2020-04-20 00:00:00,58.0,190.9,28.64,12.18,79.67,0.52,86.99,0.0
2020-04-21 00:00:00,52.95,138.95,17.75,11.61,51.81,0.45,101.09,0.0
2020-04-22 00:00:00,72.69,194.01,41.55,11.62,73.42,0.53,70.65,0.0
2020-04-23 00:00:00,54.14,148.93,31.47,10.06,52.12,0.59,71.24,0.0
2020-04-24 00:00:00,89.98,263.79,50.1,12.63,61.47,0.56,57.38,0.0
2020-04-25 00:00:00,55.8,194.56,34.95,12.59,66.33,0.52,63.09,0.0
2020-04-26 00:00:00,31.5,58.49,29.3,11.9,64.5,0.61,50.01,0.0
2020-04-27 00:00:00,28.5,61.72,28.01,10.27,61.72,0.49,76.73,0.0
2020-04-28 00:00:00,50.76,106.06,36.85,11.97,46.05,0.53,60.32,0.0
2020-04-29 00:00:00,58.92,135.33,46.14,11.83,51.96,0.56,48.08,0.0
2020-04-30 00:00:00,66.92,168.74,74.57,12.47,89.81,0.4,47.09,0.0
2020-05-01 00:00:00,50.66,134.71,40.1,11.63,48.1,0.54,78.01,0.0
2020-05-02 00:00:00,47.87,140.21,46.5,10.47,52.44,0.58,77.41,0.0
2020-05-03 00:00:00,45.18,156.11,35.46,9.74,63.35,0.58,82.34,0.0
2020-05-04 00:00:00,44.37,159.17,35.1,10.46,50.2,0.47,57.09,0.0
2020-05-05 00:00:00,13.33,71.77,12.25,8.82,33.2,0.53,88.28,0.0
2020-05-06 00:00:00,41.24,130.44,43.51,11.39,33.36,0.5,51.53,0.0
2020-05-07 00:00:00,48.77,136.41,30.74,12.77,37.15,0.31,68.25,0.0
2020-05-08 00:00:00,47.18,129.48,28.86,11.62,44.73,0.57,77.58,0.0
2020-05-09 00:00:00,63.45,138.61,36.87,12.54,60.53,0.87,57.27,0.0
2020-05-10 00:00:00,63.1,223.81,37.17,10.83,44.31,0.45,66.65,0.0
2020-05-11 00:00:00,45.67,151.38,56.78,9.06,61.4,1.08,49.99,0.0
2020-05-12 00:00:00,46.93,119.82,29.45,9.67,46.88,0.66,81.13,0.0
2020-05-13 00:00:00,55.22,139.81,34.28,9.88,45.03,0.81,63.41,0.0
2020-05-14 00:00:00,79.61,243.92,52.45,10.81,56.47,0.49,59.45,0.0
2020-05-15 00:00:00,82.98,286.4,54.72,10.82,48.08,0.81,45.34,0.0
2020-05-16 00:00:00,41.61,151.27,22.31,10.86,25.9,0.61,75.48,0.0
2020-05-17 00:00:00,96.87,253.49,53.49,12.11,45.13,0.28,66.77,0.0
2020-05-18 00:00:00,81.92,261.67,47.73,11.5,47.99,0.54,135.79,0.0
2020-05-19 00:00:00,56.86,167.79,29.37,10.93,29.05,0.91,93.48,0.0
2020-05-20 00:00:00,67.74,248.0,38.45,10.86,39.21,0.7,91.88,0.0
2020-05-21 00:00:00,60.1,169.32,36.92,10.88,49.96,0.81,85.43,0.0
2020-05-22 00:00:00,85.71,292.3,51.08,10.12,43.86,0.8,70.43,0.0
2020-05-23 00:00:00,101.68,328.5,51.33,11.87,52.49,1.04,73.32,0.0
2020-05-24 00:00:00,100.5,399.97,54.64,12.67,55.89,0.34,18.77,0.0
2020-05-25 00:00:00,88.82,360.82,46.3,12.11,44.11,0.71,18.01,0.0
2020-05-26 00:00:00,87.78,366.31,42.59,13.68,44.74,0.66,56.32,0.0
2020-05-27 00:00:00,59.99,286.94,34.55,11.65,38.49,0.75,38.01,0.0
2020-05-28 00:00:00,48.38,233.83,50.04,11.89,76.65,0.89,35.57,0.0
2020-05-29 00:00:00,44.6,129.88,31.36,12.94,77.7,1.14,36.87,0.0
2020-05-30 00:00:00,36.33,75.66,15.88,11.73,41.75,0.5,50.36,0.0
2020-05-31 00:00:00,28.49,81.51,14.89,10.73,60.13,1.85,55.35,0.0
2020-06-01 00:00:00,33.4,101.51,13.48,9.75,39.19,1.63,81.16,0.0
2020-06-02 00:00:00,30.62,68.85,16.75,9.0,29.44,1.38,68.65,0.0
2020-06-03 00:00:00,49.31,101.86,26.69,10.27,37.04,1.0,35.83,0.0
2020-06-04 00:00:00,34.13,54.96,25.82,9.8,60.15,0.85,45.12,0.0
2020-06-05 00:00:00,18.22,32.26,6.78,9.54,22.15,0.84,55.3,0.0
2020-06-06 00:00:00,27.35,66.32,18.18,9.56,24.82,0.51,61.04,0.0
2020-06-07 00:00:00,57.4,109.57,45.34,11.13,61.18,1.12,44.76,0.0
2020-06-08 00:00:00,74.51,170.47,52.57,11.72,56.12,1.11,41.89,0.0
2020-06-09 00:00:00,80.86,196.93,60.7,12.23,62.77,0.91,45.23,0.0
2020-06-10 00:00:00,87.42,212.13,49.82,15.31,50.41,0.34,53.76,0.0
2020-06-11 00:00:00,62.25,145.09,30.78,18.76,45.74,0.82,40.47,0.0
2020-06-12 00:00:00,32.69,78.61,24.82,13.52,41.8,0.73,14.03,0.0
2020-06-13 00:00:00,35.17,87.99,29.85,11.86,49.91,0.88,22.92,0.0
2020-06-14 00:00:00,22.51,55.8,22.45,10.47,45.87,1.15,27.62,0.0
2020-06-15 00:00:00,27.61,49.62,24.59,9.88,44.47,0.89,27.18,0.0
2020-06-16 00:00:00,21.51,54.28,19.93,9.82,31.22,0.88,24.7,0.0
2020-06-17 00:00:00,17.49,47.31,18.37,8.87,23.05,0.74,22.87,0.0
2020-06-18 00:00:00,24.41,59.73,11.73,8.81,19.04,0.36,31.91,0.0
2020-06-19 00:00:00,21.3,61.59,13.35,8.61,28.9,0.92,48.05,0.0
2020-06-20 00:00:00,25.47,58.06,13.06,9.03,29.78,1.17,27.35,0.0
2020-06-21 00:00:00,29.02,64.78,17.05,8.74,33.28,0.77,34.13,0.0
2020-06-22 00:00:00,19.62,51.17,15.54,19.07,46.34,0.65,36.99,0.0
2020-06-23 00:00:00,15.75,49.48,13.19,13.03,47.02,1.1,38.84,0.0
2020-06-24 00:00:00,24.08,52.66,11.01,10.55,38.37,0.98,36.07,0.0
2020-06-25 00:00:00,27.32,76.12,14.52,9.71,40.99,0.58,25.91,0.0
2020-06-26 00:00:00,16.54,55.55,9.99,7.55,49.02,0.47,32.92,0.0
2020-06-27 00:00:00,24.42,55.38,10.51,7.59,46.46,0.74,41.23,0.0
2020-06-28 00:00:00,31.88,90.52,16.18,9.17,44.49,0.32,44.57,0.0
2020-06-29 00:00:00,25.14,67.48,24.89,7.63,34.94,0.55,39.16,0.0
2020-06-30 00:00:00,32.37,88.94,24.3,8.05,40.67,1.0,42.02,0.0
2020-07-01 00:00:00,31.72,76.05,18.13,7.9,31.57,1.25,32.22,0.0
2020-07-02 00:00:00,27.55,65.41,9.66,8.12,28.1,0.32,40.68,0.0
2020-07-03 00:00:00,27.09,54.06,12.47,7.98,31.14,0.88,40.07,0.0
2020-07-04 00:00:00,33.18,61.64,16.38,7.7,35.72,0.66,26.27,0.0
2020-07-05 00:00:00,24.33,48.82,20.21,8.23,46.5,0.59,26.52,0.0
2020-07-06 00:00:00,23.84,52.4,37.59,10.6,60.97,1.17,21.9,0.0
2020-07-07 00:00:00,13.28,40.82,12.63,13.76,41.21,1.01,24.51,0.0
2020-07-08 00:00:00,22.26,59.68,17.37,10.49,55.41,0.37,21.27,0.0
2020-07-09 00:00:00,17.74,44.72,11.74,8.39,33.41,0.43,28.14,0.0
2020-07-10 00:00:00,10.82,31.0,8.03,6.97,28.9,0.77,28.44,0.0
2020-07-11 00:00:00,19.9,54.33,11.32,6.7,22.2,0.43,20.12,0.0
2020-07-12 00:00:00,16.95,63.33,8.68,6.46,25.93,0.42,29.72,0.0
2020-07-13 00:00:00,14.92,58.73,13.92,6.63,31.73,0.65,27.34,0.0
2020-07-14 00:00:00,17.89,41.23,15.61,6.29,38.85,0.58,29.03,0.0
2020-07-15 00:00:00,31.25,84.42,23.6,7.17,45.33,0.46,28.6,0.0
2020-07-16 00:00:00,36.66,94.8,25.17,7.33,46.8,0.59,21.08,0.0
2020-07-17 00:00:00,42.98,115.98,22.72,7.76,53.88,0.68,26.76,0.0
2020-07-18 00:00:00,34.57,93.08,14.15,7.06,35.92,0.92,36.35,0.0
